Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
0 days 01:40:29.298000,18,0 days 00:01:33.811000,24,,,0 days 00:00:32.352000,0 days 00:00:35.432000,0 days 00:00:26.027000,0 days 01:39:27.839000,0 days 01:40:03.271000,0 days 01:40:29.298000,210.0,184.0,276.0,320.0,False,HARD,25.0,False,1,0 days 01:38:55.487000,Aston Martin,STR,1,True,2023-05-07 20:09:56.745
0 days 01:42:03.084000,18,0 days 00:01:33.786000,25,,,0 days 00:00:31.775000,0 days 00:00:36.106000,0 days 00:00:25.905000,0 days 01:41:01.073000,0 days 01:41:37.179000,0 days 01:42:03.084000,,185.0,278.0,328.0,False,HARD,26.0,False,1,0 days 01:40:29.298000,Aston Martin,STR,1,True,2023-05-07 20:11:30.556
0 days 01:43:36.106000,18,0 days 00:01:33.022000,26,,,0 days 00:00:31.856000,0 days 00:00:35.326000,0 days 00:00:25.840000,0 days 01:42:34.940000,0 days 01:43:10.266000,0 days 01:43:36.106000,,185.0,280.0,337.0,False,HARD,27.0,False,1,0 days 01:42:03.084000,Aston Martin,STR,1,True,2023-05-07 20:13:04.342
0 days 01:45:09.105000,18,0 days 00:01:32.999000,27,,,0 days 00:00:31.754000,0 days 00:00:35.341000,0 days 00:00:25.904000,0 days 01:44:07.860000,0 days 01:44:43.201000,0 days 01:45:09.105000,211.0,186.0,275.0,323.0,False,HARD,28.0,False,1,0 days 01:43:36.106000,Aston Martin,STR,1,True,2023-05-07 20:14:37.364
0 days 01:46:41.731000,18,0 days 00:01:32.626000,28,,,0 days 00:00:31.857000,0 days 00:00:35.060000,0 days 00:00:25.709000,0 days 01:45:40.962000,0 days 01:46:16.022000,0 days 01:46:41.731000,208.0,186.0,280.0,335.0,False,HARD,29.0,False,1,0 days 01:45:09.105000,Aston Martin,STR,1,True,2023-05-07 20:16:10.363
0 days 01:48:14.398000,18,0 days 00:01:32.667000,29,,,0 days 00:00:31.762000,0 days 00:00:35.145000,0 days 00:00:25.760000,0 days 01:47:13.493000,0 days 01:47:48.638000,0 days 01:48:14.398000,212.0,187.0,278.0,325.0,False,HARD,30.0,False,1,0 days 01:46:41.731000,Aston Martin,STR,1,True,2023-05-07 20:17:42.989
0 days 01:49:47.104000,18,0 days 00:01:32.706000,30,,,0 days 00:00:31.756000,0 days 00:00:35.250000,0 days 00:00:25.700000,0 days 01:48:46.154000,0 days 01:49:21.404000,0 days 01:49:47.104000,211.0,187.0,277.0,329.0,False,HARD,31.0,False,1,0 days 01:48:14.398000,Aston Martin,STR,1,True,2023-05-07 20:19:15.656
0 days 01:51:19.618000,18,0 days 00:01:32.514000,31,,,0 days 00:00:31.517000,0 days 00:00:35.245000,0 days 00:00:25.752000,0 days 01:50:18.621000,0 days 01:50:53.866000,0 days 01:51:19.618000,210.0,185.0,277.0,331.0,False,HARD,32.0,False,1,0 days 01:49:47.104000,Aston Martin,STR,1,True,2023-05-07 20:20:48.362
0 days 01:52:52.238000,18,0 days 00:01:32.620000,32,,,0 days 00:00:31.594000,0 days 00:00:35.346000,0 days 00:00:25.680000,0 days 01:51:51.212000,0 days 01:52:26.558000,0 days 01:52:52.238000,,186.0,281.0,343.0,False,HARD,33.0,False,1,0 days 01:51:19.618000,Aston Martin,STR,1,True,2023-05-07 20:22:20.876
0 days 01:54:26.705000,18,0 days 00:01:34.467000,33,,,0 days 00:00:32.076000,0 days 00:00:36.526000,0 days 00:00:25.865000,0 days 01:53:24.314000,0 days 01:54:00.840000,0 days 01:54:26.705000,204.0,187.0,281.0,329.0,False,HARD,34.0,False,1,0 days 01:52:52.238000,Aston Martin,STR,1,True,2023-05-07 20:23:53.496
0 days 01:55:59.264000,18,0 days 00:01:32.559000,34,,,0 days 00:00:31.632000,0 days 00:00:35.258000,0 days 00:00:25.669000,0 days 01:54:58.337000,0 days 01:55:33.595000,0 days 01:55:59.264000,211.0,187.0,277.0,320.0,False,HARD,35.0,False,1,0 days 01:54:26.705000,Aston Martin,STR,1,True,2023-05-07 20:25:27.963
0 days 01:57:31.838000,18,0 days 00:01:32.574000,35,,,0 days 00:00:31.614000,0 days 00:00:35.150000,0 days 00:00:25.810000,0 days 01:56:30.878000,0 days 01:57:06.028000,0 days 01:57:31.838000,,187.0,277.0,320.0,False,HARD,36.0,False,1,0 days 01:55:59.264000,Aston Martin,STR,1,True,2023-05-07 20:27:00.522
0 days 01:59:04.477000,18,0 days 00:01:32.639000,36,,,0 days 00:00:31.544000,0 days 00:00:35.299000,0 days 00:00:25.796000,0 days 01:58:03.382000,0 days 01:58:38.681000,0 days 01:59:04.477000,212.0,187.0,274.0,316.0,False,HARD,37.0,False,1,0 days 01:57:31.838000,Aston Martin,STR,1,True,2023-05-07 20:28:33.096
0 days 02:00:36.978000,18,0 days 00:01:32.501000,37,,,0 days 00:00:31.548000,0 days 00:00:35.042000,0 days 00:00:25.911000,0 days 01:59:36.025000,0 days 02:00:11.067000,0 days 02:00:36.978000,210.0,187.0,275.0,325.0,False,HARD,38.0,False,1,0 days 01:59:04.477000,Aston Martin,STR,1,True,2023-05-07 20:30:05.735
0 days 02:02:09.400000,18,0 days 00:01:32.422000,38,,,0 days 00:00:31.466000,0 days 00:00:35.100000,0 days 00:00:25.856000,0 days 02:01:08.444000,0 days 02:01:43.544000,0 days 02:02:09.400000,213.0,187.0,276.0,322.0,False,HARD,39.0,False,1,0 days 02:00:36.978000,Aston Martin,STR,1,True,2023-05-07 20:31:38.236
0 days 02:03:41.699000,18,0 days 00:01:32.299000,39,,,0 days 00:00:31.372000,0 days 00:00:35.158000,0 days 00:00:25.769000,0 days 02:02:40.772000,0 days 02:03:15.930000,0 days 02:03:41.699000,212.0,186.0,275.0,320.0,False,HARD,40.0,False,1,0 days 02:02:09.400000,Aston Martin,STR,1,True,2023-05-07 20:33:10.658
0 days 02:05:13.939000,18,0 days 00:01:32.240000,40,,,0 days 00:00:31.313000,0 days 00:00:35.227000,0 days 00:00:25.700000,0 days 02:04:13.012000,0 days 02:04:48.239000,0 days 02:05:13.939000,,188.0,276.0,323.0,False,HARD,41.0,False,1,0 days 02:03:41.699000,Aston Martin,STR,1,True,2023-05-07 20:34:42.957
0 days 02:06:46.186000,18,0 days 00:01:32.247000,41,,,0 days 00:00:31.219000,0 days 00:00:35.193000,0 days 00:00:25.835000,0 days 02:05:45.158000,0 days 02:06:20.351000,0 days 02:06:46.186000,211.0,187.0,277.0,320.0,False,HARD,42.0,False,1,0 days 02:05:13.939000,Aston Martin,STR,1,True,2023-05-07 20:36:15.197
0 days 02:08:23.442000,18,0 days 00:01:37.256000,42,,0 days 02:08:18.037000,0 days 00:00:31.290000,0 days 00:00:35.111000,0 days 00:00:30.855000,0 days 02:07:17.476000,0 days 02:07:52.587000,0 days 02:08:23.442000,212.0,188.0,,322.0,False,HARD,43.0,False,1,0 days 02:06:46.186000,Aston Martin,STR,1,False,2023-05-07 20:37:47.444
0 days 02:10:09.911000,18,0 days 00:01:46.469000,43,0 days 02:08:40.631000,,0 days 00:00:46.251000,0 days 00:00:34.552000,0 days 00:00:25.666000,0 days 02:09:09.693000,0 days 02:09:44.245000,0 days 02:10:09.911000,215.0,190.0,276.0,313.0,False,MEDIUM,2.0,False,2,0 days 02:08:23.442000,Aston Martin,STR,1,False,2023-05-07 20:39:24.700
0 days 02:11:40.773000,18,0 days 00:01:30.862000,44,,,0 days 00:00:30.773000,0 days 00:00:34.542000,0 days 00:00:25.547000,0 days 02:10:40.684000,0 days 02:11:15.226000,0 days 02:11:40.773000,,189.0,277.0,324.0,True,MEDIUM,3.0,False,2,0 days 02:10:09.911000,Aston Martin,STR,1,True,2023-05-07 20:41:11.169
0 days 02:13:12.130000,18,0 days 00:01:31.357000,45,,,0 days 00:00:30.980000,0 days 00:00:34.768000,0 days 00:00:25.609000,0 days 02:12:11.753000,0 days 02:12:46.521000,0 days 02:13:12.130000,,188.0,275.0,323.0,False,MEDIUM,4.0,False,2,0 days 02:11:40.773000,Aston Martin,STR,1,True,2023-05-07 20:42:42.031
0 days 02:14:43.429000,18,0 days 00:01:31.299000,46,,,0 days 00:00:30.993000,0 days 00:00:34.805000,0 days 00:00:25.501000,0 days 02:13:43.123000,0 days 02:14:17.928000,0 days 02:14:43.429000,,188.0,277.0,331.0,False,MEDIUM,5.0,False,2,0 days 02:13:12.130000,Aston Martin,STR,1,True,2023-05-07 20:44:13.388
0 days 02:16:14.855000,18,0 days 00:01:31.426000,47,,,0 days 00:00:31.206000,0 days 00:00:34.807000,0 days 00:00:25.413000,0 days 02:15:14.635000,0 days 02:15:49.442000,0 days 02:16:14.855000,214.0,189.0,282.0,348.0,False,MEDIUM,6.0,False,2,0 days 02:14:43.429000,Aston Martin,STR,1,True,2023-05-07 20:45:44.687
0 days 02:17:47.092000,18,0 days 00:01:32.237000,48,,,0 days 00:00:31.428000,0 days 00:00:35.084000,0 days 00:00:25.725000,0 days 02:16:46.283000,0 days 02:17:21.367000,0 days 02:17:47.092000,212.0,189.0,287.0,338.0,False,MEDIUM,7.0,False,2,0 days 02:16:14.855000,Aston Martin,STR,1,True,2023-05-07 20:47:16.113
0 days 02:19:18.797000,18,0 days 00:01:31.705000,49,,,0 days 00:00:31.377000,0 days 00:00:34.779000,0 days 00:00:25.549000,0 days 02:18:18.469000,0 days 02:18:53.248000,0 days 02:19:18.797000,216.0,187.0,278.0,321.0,False,MEDIUM,8.0,False,2,0 days 02:17:47.092000,Aston Martin,STR,1,True,2023-05-07 20:48:48.350
0 days 02:20:50.530000,18,0 days 00:01:31.733000,50,,,0 days 00:00:31.162000,0 days 00:00:35.068000,0 days 00:00:25.503000,0 days 02:19:49.959000,0 days 02:20:25.027000,0 days 02:20:50.530000,214.0,188.0,283.0,331.0,False,MEDIUM,9.0,False,2,0 days 02:19:18.797000,Aston Martin,STR,1,True,2023-05-07 20:50:20.055
0 days 02:22:22.560000,18,0 days 00:01:32.030000,51,,,0 days 00:00:31.574000,0 days 00:00:35.026000,0 days 00:00:25.430000,0 days 02:21:22.104000,0 days 02:21:57.130000,0 days 02:22:22.560000,215.0,191.0,278.0,341.0,False,MEDIUM,10.0,False,2,0 days 02:20:50.530000,Aston Martin,STR,1,True,2023-05-07 20:51:51.788
0 days 02:23:54.073000,18,0 days 00:01:31.513000,52,,,0 days 00:00:31.103000,0 days 00:00:34.785000,0 days 00:00:25.625000,0 days 02:22:53.663000,0 days 02:23:28.448000,0 days 02:23:54.073000,,188.0,275.0,314.0,False,MEDIUM,11.0,False,2,0 days 02:22:22.560000,Aston Martin,STR,1,True,2023-05-07 20:53:23.818
0 days 02:25:25.594000,18,0 days 00:01:31.521000,53,,,0 days 00:00:30.964000,0 days 00:00:34.828000,0 days 00:00:25.729000,0 days 02:24:25.037000,0 days 02:24:59.865000,0 days 02:25:25.594000,213.0,188.0,278.0,318.0,False,MEDIUM,12.0,False,2,0 days 02:23:54.073000,Aston Martin,STR,1,True,2023-05-07 20:54:55.331
0 days 02:26:56.670000,18,0 days 00:01:31.076000,54,,,0 days 00:00:30.848000,0 days 00:00:34.691000,0 days 00:00:25.537000,0 days 02:25:56.442000,0 days 02:26:31.133000,0 days 02:26:56.670000,214.0,188.0,279.0,326.0,False,MEDIUM,13.0,False,2,0 days 02:25:25.594000,Aston Martin,STR,1,True,2023-05-07 20:56:26.852
0 days 02:28:27.648000,18,0 days 00:01:30.978000,55,,,0 days 00:00:30.835000,0 days 00:00:34.612000,0 days 00:00:25.531000,0 days 02:27:27.505000,0 days 02:28:02.117000,0 days 02:28:27.648000,213.0,188.0,283.0,325.0,False,MEDIUM,14.0,False,2,0 days 02:26:56.670000,Aston Martin,STR,1,True,2023-05-07 20:57:57.928
0 days 02:29:58.528000,18,0 days 00:01:30.880000,56,,,0 days 00:00:30.765000,0 days 00:00:34.779000,0 days 00:00:25.336000,0 days 02:28:58.413000,0 days 02:29:33.192000,0 days 02:29:58.528000,,189.0,284.0,342.0,False,MEDIUM,15.0,False,2,0 days 02:28:27.648000,Aston Martin,STR,1,True,2023-05-07 20:59:28.906
0 days 02:31:29.575000,18,0 days 00:01:31.047000,57,,,0 days 00:00:30.901000,0 days 00:00:34.820000,0 days 00:00:25.326000,0 days 02:30:29.429000,0 days 02:31:04.249000,0 days 02:31:29.575000,214.0,189.0,285.0,343.0,False,MEDIUM,16.0,False,2,0 days 02:29:58.528000,Aston Martin,STR,1,True,2023-05-07 21:00:59.786
0 days 01:04:27.882000,77,,1,0 days 00:13:40.256000,,,0 days 00:00:36.578000,0 days 00:00:26.322000,,0 days 01:04:01.659000,0 days 01:04:28.018000,212.0,187.0,270.0,313.0,False,MEDIUM,1.0,True,1,0 days 01:02:46.300000,Alfa Romeo,BOT,1,False,2023-05-07 19:33:47.558
0 days 01:06:03.505000,77,0 days 00:01:35.623000,2,,,0 days 00:00:32.818000,0 days 00:00:36.478000,0 days 00:00:26.327000,0 days 01:05:00.700000,0 days 01:05:37.178000,0 days 01:06:03.505000,215.0,186.0,270.0,311.0,False,MEDIUM,2.0,True,1,0 days 01:04:27.882000,Alfa Romeo,BOT,1,True,2023-05-07 19:35:29.140
0 days 01:07:37.438000,77,0 days 00:01:33.933000,3,,,0 days 00:00:32.256000,0 days 00:00:35.596000,0 days 00:00:26.081000,0 days 01:06:35.761000,0 days 01:07:11.357000,0 days 01:07:37.438000,216.0,185.0,278.0,313.0,False,MEDIUM,3.0,True,1,0 days 01:06:03.505000,Alfa Romeo,BOT,1,True,2023-05-07 19:37:04.763
0 days 01:09:11.931000,77,0 days 00:01:34.493000,4,,,0 days 00:00:33.022000,0 days 00:00:35.560000,0 days 00:00:25.911000,0 days 01:08:10.460000,0 days 01:08:46.020000,0 days 01:09:11.931000,213.0,185.0,278.0,336.0,False,MEDIUM,4.0,True,1,0 days 01:07:37.438000,Alfa Romeo,BOT,1,True,2023-05-07 19:38:38.696
0 days 01:10:46.108000,77,0 days 00:01:34.177000,5,,,0 days 00:00:32.313000,0 days 00:00:35.921000,0 days 00:00:25.943000,0 days 01:09:44.244000,0 days 01:10:20.165000,0 days 01:10:46.108000,215.0,186.0,279.0,321.0,False,MEDIUM,5.0,True,1,0 days 01:09:11.931000,Alfa Romeo,BOT,1,True,2023-05-07 19:40:13.189
0 days 01:12:19.929000,77,0 days 00:01:33.821000,6,,,0 days 00:00:32.282000,0 days 00:00:35.515000,0 days 00:00:26.024000,0 days 01:11:18.390000,0 days 01:11:53.905000,0 days 01:12:19.929000,,185.0,278.0,331.0,False,MEDIUM,6.0,True,1,0 days 01:10:46.108000,Alfa Romeo,BOT,1,True,2023-05-07 19:41:47.366
0 days 01:13:53.599000,77,0 days 00:01:33.670000,7,,,0 days 00:00:32.070000,0 days 00:00:35.488000,0 days 00:00:26.112000,0 days 01:12:51.999000,0 days 01:13:27.487000,0 days 01:13:53.599000,214.0,185.0,271.0,323.0,False,MEDIUM,7.0,True,1,0 days 01:12:19.929000,Alfa Romeo,BOT,1,True,2023-05-07 19:43:21.187
0 days 01:15:27.455000,77,0 days 00:01:33.856000,8,,,0 days 00:00:32.079000,0 days 00:00:35.645000,0 days 00:00:26.132000,0 days 01:14:25.678000,0 days 01:15:01.323000,0 days 01:15:27.455000,,185.0,271.0,313.0,False,MEDIUM,8.0,True,1,0 days 01:13:53.599000,Alfa Romeo,BOT,1,True,2023-05-07 19:44:54.857
0 days 01:17:01.182000,77,0 days 00:01:33.727000,9,,,0 days 00:00:31.954000,0 days 00:00:35.600000,0 days 00:00:26.173000,0 days 01:15:59.409000,0 days 01:16:35.009000,0 days 01:17:01.182000,,185.0,273.0,313.0,False,MEDIUM,9.0,True,1,0 days 01:15:27.455000,Alfa Romeo,BOT,1,True,2023-05-07 19:46:28.713
0 days 01:18:34.944000,77,0 days 00:01:33.762000,10,,,0 days 00:00:32.193000,0 days 00:00:35.531000,0 days 00:00:26.038000,0 days 01:17:33.375000,0 days 01:18:08.906000,0 days 01:18:34.944000,,186.0,273.0,315.0,False,MEDIUM,10.0,True,1,0 days 01:17:01.182000,Alfa Romeo,BOT,1,True,2023-05-07 19:48:02.440
0 days 01:20:08.321000,77,0 days 00:01:33.377000,11,,,0 days 00:00:31.857000,0 days 00:00:35.522000,0 days 00:00:25.998000,0 days 01:19:06.801000,0 days 01:19:42.323000,0 days 01:20:08.321000,213.0,187.0,272.0,314.0,False,MEDIUM,11.0,True,1,0 days 01:18:34.944000,Alfa Romeo,BOT,1,True,2023-05-07 19:49:36.202
0 days 01:21:41.472000,77,0 days 00:01:33.151000,12,,,0 days 00:00:31.774000,0 days 00:00:35.345000,0 days 00:00:26.032000,0 days 01:20:40.095000,0 days 01:21:15.440000,0 days 01:21:41.472000,,186.0,273.0,315.0,False,MEDIUM,12.0,True,1,0 days 01:20:08.321000,Alfa Romeo,BOT,1,True,2023-05-07 19:51:09.579
0 days 01:23:14.824000,77,0 days 00:01:33.352000,13,,,0 days 00:00:31.895000,0 days 00:00:35.467000,0 days 00:00:25.990000,0 days 01:22:13.367000,0 days 01:22:48.834000,0 days 01:23:14.824000,,185.0,271.0,316.0,False,MEDIUM,13.0,True,1,0 days 01:21:41.472000,Alfa Romeo,BOT,1,True,2023-05-07 19:52:42.730
0 days 01:24:48.718000,77,0 days 00:01:33.894000,14,,,0 days 00:00:32.011000,0 days 00:00:35.858000,0 days 00:00:26.025000,0 days 01:23:46.835000,0 days 01:24:22.693000,0 days 01:24:48.718000,211.0,185.0,271.0,314.0,False,MEDIUM,14.0,True,1,0 days 01:23:14.824000,Alfa Romeo,BOT,1,True,2023-05-07 19:54:16.082
0 days 01:26:28.349000,77,0 days 00:01:39.631000,15,,0 days 01:26:22.878000,0 days 00:00:32.049000,0 days 00:00:36.874000,0 days 00:00:30.708000,0 days 01:25:20.767000,0 days 01:25:57.641000,0 days 01:26:28.349000,214.0,185.0,,331.0,False,MEDIUM,15.0,True,1,0 days 01:24:48.718000,Alfa Romeo,BOT,1,False,2023-05-07 19:55:49.976
0 days 01:28:16.824000,77,0 days 00:01:48.475000,16,0 days 01:26:46.112000,,0 days 00:00:47.474000,0 days 00:00:35.061000,0 days 00:00:25.940000,0 days 01:27:15.823000,0 days 01:27:50.884000,0 days 01:28:16.824000,214.0,188.0,271.0,307.0,False,HARD,1.0,True,2,0 days 01:26:28.349000,Alfa Romeo,BOT,1,False,2023-05-07 19:57:29.607
0 days 01:29:49.367000,77,0 days 00:01:32.543000,17,,,0 days 00:00:31.334000,0 days 00:00:35.266000,0 days 00:00:25.943000,0 days 01:28:48.158000,0 days 01:29:23.424000,0 days 01:29:49.367000,211.0,186.0,271.0,307.0,False,HARD,2.0,True,2,0 days 01:28:16.824000,Alfa Romeo,BOT,1,True,2023-05-07 19:59:18.082
0 days 01:31:23.260000,77,0 days 00:01:33.893000,18,,,0 days 00:00:31.623000,0 days 00:00:36.159000,0 days 00:00:26.111000,0 days 01:30:20.990000,0 days 01:30:57.149000,0 days 01:31:23.260000,216.0,186.0,272.0,307.0,False,HARD,3.0,True,2,0 days 01:29:49.367000,Alfa Romeo,BOT,1,True,2023-05-07 20:00:50.625
0 days 01:32:56.586000,77,0 days 00:01:33.326000,19,,,0 days 00:00:31.543000,0 days 00:00:35.727000,0 days 00:00:26.056000,0 days 01:31:54.803000,0 days 01:32:30.530000,0 days 01:32:56.586000,214.0,187.0,271.0,307.0,False,HARD,4.0,True,2,0 days 01:31:23.260000,Alfa Romeo,BOT,1,True,2023-05-07 20:02:24.518
0 days 01:34:29.567000,77,0 days 00:01:32.981000,20,,,0 days 00:00:31.639000,0 days 00:00:35.296000,0 days 00:00:26.046000,0 days 01:33:28.225000,0 days 01:34:03.521000,0 days 01:34:29.567000,215.0,188.0,272.0,308.0,False,HARD,5.0,True,2,0 days 01:32:56.586000,Alfa Romeo,BOT,1,True,2023-05-07 20:03:57.844
0 days 01:36:02.679000,77,0 days 00:01:33.112000,21,,,0 days 00:00:31.591000,0 days 00:00:35.391000,0 days 00:00:26.130000,0 days 01:35:01.158000,0 days 01:35:36.549000,0 days 01:36:02.679000,214.0,187.0,273.0,307.0,False,HARD,6.0,True,2,0 days 01:34:29.567000,Alfa Romeo,BOT,1,True,2023-05-07 20:05:30.825
0 days 01:37:35.555000,77,0 days 00:01:32.876000,22,,,0 days 00:00:31.673000,0 days 00:00:35.173000,0 days 00:00:26.030000,0 days 01:36:34.352000,0 days 01:37:09.525000,0 days 01:37:35.555000,213.0,188.0,273.0,310.0,False,HARD,7.0,True,2,0 days 01:36:02.679000,Alfa Romeo,BOT,1,True,2023-05-07 20:07:03.937
0 days 01:39:08.640000,77,0 days 00:01:33.085000,23,,,0 days 00:00:31.779000,0 days 00:00:35.306000,0 days 00:00:26,0 days 01:38:07.334000,0 days 01:38:42.640000,0 days 01:39:08.640000,215.0,188.0,273.0,308.0,False,HARD,8.0,True,2,0 days 01:37:35.555000,Alfa Romeo,BOT,1,True,2023-05-07 20:08:36.813
0 days 01:40:41.686000,77,0 days 00:01:33.046000,24,,,0 days 00:00:31.536000,0 days 00:00:35.433000,0 days 00:00:26.077000,0 days 01:39:40.176000,0 days 01:40:15.609000,0 days 01:40:41.686000,214.0,186.0,274.0,306.0,False,HARD,9.0,True,2,0 days 01:39:08.640000,Alfa Romeo,BOT,1,True,2023-05-07 20:10:09.898
0 days 01:42:14.587000,77,0 days 00:01:32.901000,25,,,0 days 00:00:31.527000,0 days 00:00:35.335000,0 days 00:00:26.039000,0 days 01:41:13.213000,0 days 01:41:48.548000,0 days 01:42:14.587000,215.0,187.0,273.0,307.0,False,HARD,10.0,True,2,0 days 01:40:41.686000,Alfa Romeo,BOT,1,True,2023-05-07 20:11:42.944
0 days 01:43:47.438000,77,0 days 00:01:32.851000,26,,,0 days 00:00:31.566000,0 days 00:00:35.267000,0 days 00:00:26.018000,0 days 01:42:46.153000,0 days 01:43:21.420000,0 days 01:43:47.438000,214.0,188.0,273.0,314.0,False,HARD,11.0,True,2,0 days 01:42:14.587000,Alfa Romeo,BOT,1,True,2023-05-07 20:13:15.845
0 days 01:45:20.235000,77,0 days 00:01:32.797000,27,,,0 days 00:00:31.517000,0 days 00:00:35.291000,0 days 00:00:25.989000,0 days 01:44:18.955000,0 days 01:44:54.246000,0 days 01:45:20.235000,215.0,187.0,274.0,311.0,False,HARD,12.0,True,2,0 days 01:43:47.438000,Alfa Romeo,BOT,1,True,2023-05-07 20:14:48.696
0 days 01:46:52.875000,77,0 days 00:01:32.640000,28,,,0 days 00:00:31.690000,0 days 00:00:35.034000,0 days 00:00:25.916000,0 days 01:45:51.925000,0 days 01:46:26.959000,0 days 01:46:52.875000,216.0,186.0,273.0,309.0,False,HARD,13.0,True,2,0 days 01:45:20.235000,Alfa Romeo,BOT,1,True,2023-05-07 20:16:21.493
0 days 01:48:25.812000,77,0 days 00:01:32.937000,29,,,0 days 00:00:31.541000,0 days 00:00:35.372000,0 days 00:00:26.024000,0 days 01:47:24.416000,0 days 01:47:59.788000,0 days 01:48:25.812000,215.0,186.0,273.0,309.0,False,HARD,14.0,True,2,0 days 01:46:52.875000,Alfa Romeo,BOT,1,True,2023-05-07 20:17:54.133
0 days 01:49:58.443000,77,0 days 00:01:32.631000,30,,,0 days 00:00:31.513000,0 days 00:00:35.130000,0 days 00:00:25.988000,0 days 01:48:57.325000,0 days 01:49:32.455000,0 days 01:49:58.443000,216.0,186.0,274.0,312.0,False,HARD,15.0,True,2,0 days 01:48:25.812000,Alfa Romeo,BOT,1,True,2023-05-07 20:19:27.070
0 days 01:51:31.027000,77,0 days 00:01:32.584000,31,,,0 days 00:00:31.339000,0 days 00:00:35.202000,0 days 00:00:26.043000,0 days 01:50:29.782000,0 days 01:51:04.984000,0 days 01:51:31.027000,214.0,187.0,274.0,304.0,False,HARD,16.0,True,2,0 days 01:49:58.443000,Alfa Romeo,BOT,1,True,2023-05-07 20:20:59.701
0 days 01:53:03.523000,77,0 days 00:01:32.496000,32,,,0 days 00:00:31.441000,0 days 00:00:35.133000,0 days 00:00:25.922000,0 days 01:52:02.468000,0 days 01:52:37.601000,0 days 01:53:03.523000,215.0,187.0,272.0,308.0,False,HARD,17.0,True,2,0 days 01:51:31.027000,Alfa Romeo,BOT,1,True,2023-05-07 20:22:32.285
0 days 01:54:36.098000,77,0 days 00:01:32.575000,33,,,0 days 00:00:31.352000,0 days 00:00:35.198000,0 days 00:00:26.025000,0 days 01:53:34.875000,0 days 01:54:10.073000,0 days 01:54:36.098000,,188.0,274.0,309.0,False,HARD,18.0,True,2,0 days 01:53:03.523000,Alfa Romeo,BOT,1,True,2023-05-07 20:24:04.781
0 days 01:56:08.568000,77,0 days 00:01:32.470000,34,,,0 days 00:00:31.419000,0 days 00:00:35.047000,0 days 00:00:26.004000,0 days 01:55:07.517000,0 days 01:55:42.564000,0 days 01:56:08.568000,217.0,187.0,275.0,308.0,False,HARD,19.0,True,2,0 days 01:54:36.098000,Alfa Romeo,BOT,1,True,2023-05-07 20:25:37.356
0 days 01:57:41.011000,77,0 days 00:01:32.443000,35,,,0 days 00:00:31.416000,0 days 00:00:35.093000,0 days 00:00:25.934000,0 days 01:56:39.984000,0 days 01:57:15.077000,0 days 01:57:41.011000,,187.0,273.0,302.0,False,HARD,20.0,True,2,0 days 01:56:08.568000,Alfa Romeo,BOT,1,True,2023-05-07 20:27:09.826
0 days 01:59:13.535000,77,0 days 00:01:32.524000,36,,,0 days 00:00:31.449000,0 days 00:00:35.148000,0 days 00:00:25.927000,0 days 01:58:12.460000,0 days 01:58:47.608000,0 days 01:59:13.535000,,188.0,273.0,310.0,False,HARD,21.0,True,2,0 days 01:57:41.011000,Alfa Romeo,BOT,1,True,2023-05-07 20:28:42.269
0 days 02:00:46.027000,77,0 days 00:01:32.492000,37,,,0 days 00:00:31.422000,0 days 00:00:35.025000,0 days 00:00:26.045000,0 days 01:59:44.957000,0 days 02:00:19.982000,0 days 02:00:46.027000,,187.0,274.0,308.0,False,HARD,22.0,True,2,0 days 01:59:13.535000,Alfa Romeo,BOT,1,True,2023-05-07 20:30:14.793
0 days 02:02:18.659000,77,0 days 00:01:32.632000,38,,,0 days 00:00:31.383000,0 days 00:00:35.114000,0 days 00:00:26.135000,0 days 02:01:17.410000,0 days 02:01:52.524000,0 days 02:02:18.659000,216.0,187.0,274.0,302.0,False,HARD,23.0,True,2,0 days 02:00:46.027000,Alfa Romeo,BOT,1,True,2023-05-07 20:31:47.285
0 days 02:03:51.503000,77,0 days 00:01:32.844000,39,,,0 days 00:00:31.521000,0 days 00:00:35.226000,0 days 00:00:26.097000,0 days 02:02:50.180000,0 days 02:03:25.406000,0 days 02:03:51.503000,217.0,189.0,272.0,318.0,False,HARD,24.0,True,2,0 days 02:02:18.659000,Alfa Romeo,BOT,1,True,2023-05-07 20:33:19.917
0 days 02:05:25.646000,77,0 days 00:01:34.143000,40,,,0 days 00:00:32.988000,0 days 00:00:35.161000,0 days 00:00:25.994000,0 days 02:04:24.491000,0 days 02:04:59.652000,0 days 02:05:25.646000,216.0,187.0,275.0,313.0,False,HARD,25.0,True,2,0 days 02:03:51.503000,Alfa Romeo,BOT,1,True,2023-05-07 20:34:52.761
0 days 02:06:58.423000,77,0 days 00:01:32.777000,41,,,0 days 00:00:31.321000,0 days 00:00:35.396000,0 days 00:00:26.060000,0 days 02:05:56.967000,0 days 02:06:32.363000,0 days 02:06:58.423000,215.0,187.0,276.0,312.0,False,HARD,26.0,True,2,0 days 02:05:25.646000,Alfa Romeo,BOT,1,True,2023-05-07 20:36:26.904
