Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
0 days 02:03:51.470000,44,0 days 00:01:31.770000,39,,,0 days 00:00:31.175000,0 days 00:00:35.047000,0 days 00:00:25.548000,0 days 02:02:50.875000,0 days 02:03:25.922000,0 days 02:03:51.470000,216.0,191.0,275.0,334.0,False,MEDIUM,2.0,True,2,0 days 02:02:19.700000,Mercedes,HAM,1,True,2023-05-07 20:33:20.958
0 days 02:05:23.164000,44,0 days 00:01:31.694000,40,,,0 days 00:00:31.023000,0 days 00:00:34.947000,0 days 00:00:25.724000,0 days 02:04:22.493000,0 days 02:04:57.440000,0 days 02:05:23.164000,214.0,189.0,275.0,309.0,False,MEDIUM,3.0,True,2,0 days 02:03:51.470000,Mercedes,HAM,1,True,2023-05-07 20:34:52.728
0 days 02:06:54.533000,44,0 days 00:01:31.369000,41,,,0 days 00:00:30.678000,0 days 00:00:34.878000,0 days 00:00:25.813000,0 days 02:05:53.842000,0 days 02:06:28.720000,0 days 02:06:54.533000,213.0,188.0,276.0,309.0,False,MEDIUM,4.0,True,2,0 days 02:05:23.164000,Mercedes,HAM,1,True,2023-05-07 20:36:24.422
0 days 02:08:26.262000,44,0 days 00:01:31.729000,42,,,0 days 00:00:31.165000,0 days 00:00:34.796000,0 days 00:00:25.768000,0 days 02:07:25.698000,0 days 02:08:00.494000,0 days 02:08:26.262000,,188.0,275.0,317.0,False,MEDIUM,5.0,True,2,0 days 02:06:54.533000,Mercedes,HAM,1,True,2023-05-07 20:37:55.791
0 days 02:09:57.979000,44,0 days 00:01:31.717000,43,,,0 days 00:00:31.234000,0 days 00:00:34.816000,0 days 00:00:25.667000,0 days 02:08:57.496000,0 days 02:09:32.312000,0 days 02:09:57.979000,214.0,189.0,275.0,318.0,False,MEDIUM,6.0,True,2,0 days 02:08:26.262000,Mercedes,HAM,1,True,2023-05-07 20:39:27.520
0 days 02:11:29.370000,44,0 days 00:01:31.391000,44,,,0 days 00:00:30.960000,0 days 00:00:34.807000,0 days 00:00:25.624000,0 days 02:10:28.939000,0 days 02:11:03.746000,0 days 02:11:29.370000,213.0,188.0,276.0,324.0,False,MEDIUM,7.0,True,2,0 days 02:09:57.979000,Mercedes,HAM,1,True,2023-05-07 20:40:59.237
0 days 02:13:00.763000,44,0 days 00:01:31.393000,45,,,0 days 00:00:31.215000,0 days 00:00:34.753000,0 days 00:00:25.425000,0 days 02:12:00.585000,0 days 02:12:35.338000,0 days 02:13:00.763000,215.0,188.0,281.0,337.0,False,MEDIUM,8.0,True,2,0 days 02:11:29.370000,Mercedes,HAM,1,True,2023-05-07 20:42:30.628
0 days 02:14:32.227000,44,0 days 00:01:31.464000,46,,,0 days 00:00:31.492000,0 days 00:00:34.250000,0 days 00:00:25.722000,0 days 02:13:32.255000,0 days 02:14:06.505000,0 days 02:14:32.227000,216.0,189.0,273.0,318.0,False,MEDIUM,9.0,True,2,0 days 02:13:00.763000,Mercedes,HAM,1,True,2023-05-07 20:44:02.021
0 days 02:16:03.344000,44,0 days 00:01:31.117000,47,,,0 days 00:00:30.754000,0 days 00:00:34.611000,0 days 00:00:25.752000,0 days 02:15:02.981000,0 days 02:15:37.592000,0 days 02:16:03.344000,215.0,187.0,274.0,321.0,False,MEDIUM,10.0,True,2,0 days 02:14:32.227000,Mercedes,HAM,1,True,2023-05-07 20:45:33.485
0 days 02:17:34.446000,44,0 days 00:01:31.102000,48,,,0 days 00:00:30.802000,0 days 00:00:34.580000,0 days 00:00:25.720000,0 days 02:16:34.146000,0 days 02:17:08.726000,0 days 02:17:34.446000,214.0,188.0,275.0,311.0,False,MEDIUM,11.0,True,2,0 days 02:16:03.344000,Mercedes,HAM,1,True,2023-05-07 20:47:04.602
0 days 02:19:05.808000,44,0 days 00:01:31.362000,49,,,0 days 00:00:30.840000,0 days 00:00:34.885000,0 days 00:00:25.637000,0 days 02:18:05.286000,0 days 02:18:40.171000,0 days 02:19:05.808000,,188.0,276.0,320.0,False,MEDIUM,12.0,True,2,0 days 02:17:34.446000,Mercedes,HAM,1,True,2023-05-07 20:48:35.704
0 days 02:20:37.167000,44,0 days 00:01:31.359000,50,,,0 days 00:00:30.940000,0 days 00:00:34.705000,0 days 00:00:25.714000,0 days 02:19:36.748000,0 days 02:20:11.453000,0 days 02:20:37.167000,,189.0,275.0,321.0,False,MEDIUM,13.0,True,2,0 days 02:19:05.808000,Mercedes,HAM,1,True,2023-05-07 20:50:07.066
0 days 02:22:08.345000,44,0 days 00:01:31.178000,51,,,0 days 00:00:30.631000,0 days 00:00:34.735000,0 days 00:00:25.812000,0 days 02:21:07.798000,0 days 02:21:42.533000,0 days 02:22:08.345000,215.0,188.0,278.0,308.0,False,MEDIUM,14.0,True,2,0 days 02:20:37.167000,Mercedes,HAM,1,True,2023-05-07 20:51:38.425
0 days 02:23:39.701000,44,0 days 00:01:31.356000,52,,,0 days 00:00:30.855000,0 days 00:00:34.843000,0 days 00:00:25.658000,0 days 02:22:39.200000,0 days 02:23:14.043000,0 days 02:23:39.701000,212.0,188.0,278.0,325.0,False,MEDIUM,15.0,True,2,0 days 02:22:08.345000,Mercedes,HAM,1,True,2023-05-07 20:53:09.603
0 days 02:25:11.081000,44,0 days 00:01:31.380000,53,,,0 days 00:00:31.383000,0 days 00:00:34.483000,0 days 00:00:25.514000,0 days 02:24:11.084000,0 days 02:24:45.567000,0 days 02:25:11.081000,213.0,188.0,282.0,327.0,False,MEDIUM,16.0,True,2,0 days 02:23:39.701000,Mercedes,HAM,1,True,2023-05-07 20:54:40.959
0 days 02:26:42.384000,44,0 days 00:01:31.303000,54,,,0 days 00:00:31.188000,0 days 00:00:34.394000,0 days 00:00:25.721000,0 days 02:25:42.269000,0 days 02:26:16.663000,0 days 02:26:42.384000,215.0,189.0,275.0,317.0,False,MEDIUM,17.0,True,2,0 days 02:25:11.081000,Mercedes,HAM,1,True,2023-05-07 20:56:12.339
0 days 02:28:13.371000,44,0 days 00:01:30.987000,55,,,0 days 00:00:30.584000,0 days 00:00:34.654000,0 days 00:00:25.749000,0 days 02:27:12.968000,0 days 02:27:47.622000,0 days 02:28:13.371000,212.0,189.0,275.0,317.0,False,MEDIUM,18.0,True,2,0 days 02:26:42.384000,Mercedes,HAM,1,True,2023-05-07 20:57:43.642
0 days 02:29:45.401000,44,0 days 00:01:32.030000,56,,,0 days 00:00:30.953000,0 days 00:00:35.256000,0 days 00:00:25.821000,0 days 02:28:44.324000,0 days 02:29:19.580000,0 days 02:29:45.401000,213.0,189.0,276.0,313.0,False,MEDIUM,19.0,True,2,0 days 02:28:13.371000,Mercedes,HAM,1,True,2023-05-07 20:59:14.629
0 days 02:31:16.070000,44,0 days 00:01:30.669000,57,,,0 days 00:00:30.349000,0 days 00:00:34.629000,0 days 00:00:25.691000,0 days 02:30:15.750000,0 days 02:30:50.379000,0 days 02:31:16.070000,214.0,189.0,277.0,317.0,True,MEDIUM,20.0,True,2,0 days 02:29:45.401000,Mercedes,HAM,1,True,2023-05-07 21:00:46.659
0 days 01:04:26.956000,16,,1,0 days 00:14:23.068000,,,0 days 00:00:35.920000,0 days 00:00:26.441000,,0 days 01:04:00.596000,0 days 01:04:26.956000,210.0,184.0,269.0,304.0,False,MEDIUM,1.0,True,1,0 days 01:02:46.300000,Ferrari,LEC,1,False,2023-05-07 19:33:47.558
0 days 01:06:01.576000,16,0 days 00:01:34.620000,2,,,0 days 00:00:32.698000,0 days 00:00:35.465000,0 days 00:00:26.457000,0 days 01:04:59.654000,0 days 01:05:35.119000,0 days 01:06:01.576000,215.0,185.0,267.0,307.0,False,MEDIUM,2.0,True,1,0 days 01:04:26.956000,Ferrari,LEC,1,True,2023-05-07 19:35:28.214
0 days 01:07:36.482000,16,0 days 00:01:34.906000,3,,,0 days 00:00:32.335000,0 days 00:00:36.471000,0 days 00:00:26.100000,0 days 01:06:33.911000,0 days 01:07:10.382000,0 days 01:07:36.482000,211.0,184.0,268.0,325.0,False,MEDIUM,3.0,True,1,0 days 01:06:01.576000,Ferrari,LEC,1,True,2023-05-07 19:37:02.834
0 days 01:09:11.312000,16,0 days 00:01:34.830000,4,,,0 days 00:00:33.473000,0 days 00:00:35.411000,0 days 00:00:25.946000,0 days 01:08:09.955000,0 days 01:08:45.366000,0 days 01:09:11.312000,213.0,185.0,276.0,325.0,False,MEDIUM,4.0,True,1,0 days 01:07:36.482000,Ferrari,LEC,1,True,2023-05-07 19:38:37.740
0 days 01:10:44.738000,16,0 days 00:01:33.426000,5,,,0 days 00:00:32.034000,0 days 00:00:35.395000,0 days 00:00:25.997000,0 days 01:09:43.346000,0 days 01:10:18.741000,0 days 01:10:44.738000,215.0,183.0,277.0,324.0,False,MEDIUM,5.0,True,1,0 days 01:09:11.312000,Ferrari,LEC,1,True,2023-05-07 19:40:12.570
0 days 01:12:18.357000,16,0 days 00:01:33.619000,6,,,0 days 00:00:32.009000,0 days 00:00:35.630000,0 days 00:00:25.980000,0 days 01:11:16.747000,0 days 01:11:52.377000,0 days 01:12:18.357000,206.0,183.0,277.0,319.0,False,MEDIUM,6.0,True,1,0 days 01:10:44.738000,Ferrari,LEC,1,True,2023-05-07 19:41:45.996
0 days 01:13:51.631000,16,0 days 00:01:33.274000,7,,,0 days 00:00:31.981000,0 days 00:00:35.304000,0 days 00:00:25.989000,0 days 01:12:50.338000,0 days 01:13:25.642000,0 days 01:13:51.631000,214.0,184.0,276.0,329.0,False,MEDIUM,7.0,True,1,0 days 01:12:18.357000,Ferrari,LEC,1,True,2023-05-07 19:43:19.615
0 days 01:15:24.931000,16,0 days 00:01:33.300000,8,,,0 days 00:00:31.856000,0 days 00:00:35.331000,0 days 00:00:26.113000,0 days 01:14:23.487000,0 days 01:14:58.818000,0 days 01:15:24.931000,212.0,183.0,271.0,312.0,False,MEDIUM,8.0,True,1,0 days 01:13:51.631000,Ferrari,LEC,1,True,2023-05-07 19:44:52.889
0 days 01:16:58.246000,16,0 days 00:01:33.315000,9,,,0 days 00:00:31.946000,0 days 00:00:35.314000,0 days 00:00:26.055000,0 days 01:15:56.877000,0 days 01:16:32.191000,0 days 01:16:58.246000,211.0,184.0,273.0,310.0,False,MEDIUM,9.0,True,1,0 days 01:15:24.931000,Ferrari,LEC,1,True,2023-05-07 19:46:26.189
0 days 01:18:31.568000,16,0 days 00:01:33.322000,10,,,0 days 00:00:31.996000,0 days 00:00:35.371000,0 days 00:00:25.955000,0 days 01:17:30.242000,0 days 01:18:05.613000,0 days 01:18:31.568000,212.0,183.0,278.0,311.0,False,MEDIUM,10.0,True,1,0 days 01:16:58.246000,Ferrari,LEC,1,True,2023-05-07 19:47:59.504
0 days 01:20:04.444000,16,0 days 00:01:32.876000,11,,,0 days 00:00:31.896000,0 days 00:00:35.198000,0 days 00:00:25.782000,0 days 01:19:03.464000,0 days 01:19:38.662000,0 days 01:20:04.444000,214.0,185.0,278.0,312.0,False,MEDIUM,11.0,True,1,0 days 01:18:31.568000,Ferrari,LEC,1,True,2023-05-07 19:49:32.826
0 days 01:21:37.507000,16,0 days 00:01:33.063000,12,,,0 days 00:00:32.175000,0 days 00:00:35.271000,0 days 00:00:25.617000,0 days 01:20:36.619000,0 days 01:21:11.890000,0 days 01:21:37.507000,,184.0,281.0,326.0,False,MEDIUM,12.0,True,1,0 days 01:20:04.444000,Ferrari,LEC,1,True,2023-05-07 19:51:05.702
0 days 01:23:12.100000,16,0 days 00:01:34.593000,13,,,0 days 00:00:33.304000,0 days 00:00:35.571000,0 days 00:00:25.718000,0 days 01:22:10.811000,0 days 01:22:46.382000,0 days 01:23:12.100000,213.0,186.0,278.0,327.0,False,MEDIUM,13.0,True,1,0 days 01:21:37.507000,Ferrari,LEC,1,True,2023-05-07 19:52:38.765
0 days 01:24:45.847000,16,0 days 00:01:33.747000,14,,,0 days 00:00:32.339000,0 days 00:00:35.652000,0 days 00:00:25.756000,0 days 01:23:44.439000,0 days 01:24:20.091000,0 days 01:24:45.847000,209.0,185.0,275.0,324.0,False,MEDIUM,14.0,True,1,0 days 01:23:12.100000,Ferrari,LEC,1,True,2023-05-07 19:54:13.358
0 days 01:26:19.282000,16,0 days 00:01:33.435000,15,,,0 days 00:00:32.065000,0 days 00:00:35.360000,0 days 00:00:26.010000,0 days 01:25:17.912000,0 days 01:25:53.272000,0 days 01:26:19.282000,214.0,184.0,270.0,308.0,False,MEDIUM,15.0,True,1,0 days 01:24:45.847000,Ferrari,LEC,1,True,2023-05-07 19:55:47.105
0 days 01:27:52.632000,16,0 days 00:01:33.350000,16,,,0 days 00:00:31.823000,0 days 00:00:35.459000,0 days 00:00:26.068000,0 days 01:26:51.105000,0 days 01:27:26.564000,0 days 01:27:52.632000,,184.0,270.0,308.0,False,MEDIUM,16.0,True,1,0 days 01:26:19.282000,Ferrari,LEC,1,True,2023-05-07 19:57:20.540
0 days 01:29:30.277000,16,0 days 00:01:37.645000,17,,0 days 01:29:24.829000,0 days 00:00:31.778000,0 days 00:00:35.314000,0 days 00:00:30.553000,0 days 01:28:24.410000,0 days 01:28:59.724000,0 days 01:29:30.277000,216.0,184.0,,308.0,False,MEDIUM,17.0,True,1,0 days 01:27:52.632000,Ferrari,LEC,1,False,2023-05-07 19:58:53.890
0 days 01:31:18.506000,16,0 days 00:01:48.229000,18,0 days 01:29:46.876000,,0 days 00:00:47.038000,0 days 00:00:35.173000,0 days 00:00:26.018000,0 days 01:30:17.315000,0 days 01:30:52.488000,0 days 01:31:18.506000,215.0,186.0,272.0,308.0,False,HARD,1.0,True,2,0 days 01:29:30.277000,Ferrari,LEC,1,False,2023-05-07 20:00:31.535
0 days 01:32:51.897000,16,0 days 00:01:33.391000,19,,,0 days 00:00:31.831000,0 days 00:00:35.420000,0 days 00:00:26.140000,0 days 01:31:50.337000,0 days 01:32:25.757000,0 days 01:32:51.897000,,183.0,270.0,308.0,False,HARD,2.0,True,2,0 days 01:31:18.506000,Ferrari,LEC,1,True,2023-05-07 20:02:19.764
0 days 01:34:24.723000,16,0 days 00:01:32.826000,20,,,0 days 00:00:31.786000,0 days 00:00:35.040000,0 days 00:00:26,0 days 01:33:23.683000,0 days 01:33:58.723000,0 days 01:34:24.723000,,184.0,272.0,313.0,False,HARD,3.0,True,2,0 days 01:32:51.897000,Ferrari,LEC,1,True,2023-05-07 20:03:53.155
0 days 01:35:57.757000,16,0 days 00:01:33.034000,21,,,0 days 00:00:31.793000,0 days 00:00:35.338000,0 days 00:00:25.903000,0 days 01:34:56.516000,0 days 01:35:31.854000,0 days 01:35:57.757000,209.0,185.0,273.0,314.0,False,HARD,4.0,True,2,0 days 01:34:24.723000,Ferrari,LEC,1,True,2023-05-07 20:05:25.981
0 days 01:37:30.549000,16,0 days 00:01:32.792000,22,,,0 days 00:00:31.724000,0 days 00:00:35.203000,0 days 00:00:25.865000,0 days 01:36:29.481000,0 days 01:37:04.684000,0 days 01:37:30.549000,216.0,186.0,273.0,316.0,False,HARD,5.0,True,2,0 days 01:35:57.757000,Ferrari,LEC,1,True,2023-05-07 20:06:59.015
0 days 01:39:03.131000,16,0 days 00:01:32.582000,23,,,0 days 00:00:31.576000,0 days 00:00:35.060000,0 days 00:00:25.946000,0 days 01:38:02.125000,0 days 01:38:37.185000,0 days 01:39:03.131000,,185.0,274.0,313.0,False,HARD,6.0,True,2,0 days 01:37:30.549000,Ferrari,LEC,1,True,2023-05-07 20:08:31.807
0 days 01:40:36.169000,16,0 days 00:01:33.038000,24,,,0 days 00:00:31.683000,0 days 00:00:35.305000,0 days 00:00:26.050000,0 days 01:39:34.814000,0 days 01:40:10.119000,0 days 01:40:36.169000,215.0,186.0,274.0,315.0,False,HARD,7.0,True,2,0 days 01:39:03.131000,Ferrari,LEC,1,True,2023-05-07 20:10:04.389
0 days 01:42:08.781000,16,0 days 00:01:32.612000,25,,,0 days 00:00:31.595000,0 days 00:00:35.198000,0 days 00:00:25.819000,0 days 01:41:07.764000,0 days 01:41:42.962000,0 days 01:42:08.781000,,184.0,274.0,316.0,False,HARD,8.0,True,2,0 days 01:40:36.169000,Ferrari,LEC,1,True,2023-05-07 20:11:37.427
0 days 01:43:41.451000,16,0 days 00:01:32.670000,26,,,0 days 00:00:31.706000,0 days 00:00:35.320000,0 days 00:00:25.644000,0 days 01:42:40.487000,0 days 01:43:15.807000,0 days 01:43:41.451000,212.0,185.0,278.0,326.0,False,HARD,9.0,True,2,0 days 01:42:08.781000,Ferrari,LEC,1,True,2023-05-07 20:13:10.039
0 days 01:45:13.930000,16,0 days 00:01:32.479000,27,,,0 days 00:00:31.760000,0 days 00:00:34.834000,0 days 00:00:25.885000,0 days 01:44:13.211000,0 days 01:44:48.045000,0 days 01:45:13.930000,217.0,184.0,274.0,316.0,False,HARD,10.0,True,2,0 days 01:43:41.451000,Ferrari,LEC,1,True,2023-05-07 20:14:42.709
0 days 01:46:46.414000,16,0 days 00:01:32.484000,28,,,0 days 00:00:31.692000,0 days 00:00:34.907000,0 days 00:00:25.885000,0 days 01:45:45.622000,0 days 01:46:20.529000,0 days 01:46:46.414000,215.0,184.0,273.0,312.0,False,HARD,11.0,True,2,0 days 01:45:13.930000,Ferrari,LEC,1,True,2023-05-07 20:16:15.188
0 days 01:48:18.924000,16,0 days 00:01:32.510000,29,,,0 days 00:00:31.684000,0 days 00:00:35.022000,0 days 00:00:25.804000,0 days 01:47:18.098000,0 days 01:47:53.120000,0 days 01:48:18.924000,214.0,185.0,272.0,315.0,False,HARD,12.0,True,2,0 days 01:46:46.414000,Ferrari,LEC,1,True,2023-05-07 20:17:47.672
0 days 01:49:51.162000,16,0 days 00:01:32.238000,30,,,0 days 00:00:31.555000,0 days 00:00:34.885000,0 days 00:00:25.798000,0 days 01:48:50.479000,0 days 01:49:25.364000,0 days 01:49:51.162000,215.0,185.0,275.0,321.0,False,HARD,13.0,True,2,0 days 01:48:18.924000,Ferrari,LEC,1,True,2023-05-07 20:19:20.182
0 days 01:51:23.073000,16,0 days 00:01:31.911000,31,,,0 days 00:00:31.348000,0 days 00:00:34.871000,0 days 00:00:25.692000,0 days 01:50:22.510000,0 days 01:50:57.381000,0 days 01:51:23.073000,,186.0,274.0,317.0,False,HARD,14.0,True,2,0 days 01:49:51.162000,Ferrari,LEC,1,True,2023-05-07 20:20:52.420
0 days 01:52:55.135000,16,0 days 00:01:32.062000,32,,,0 days 00:00:31.490000,0 days 00:00:34.765000,0 days 00:00:25.807000,0 days 01:51:54.563000,0 days 01:52:29.328000,0 days 01:52:55.135000,211.0,186.0,273.0,317.0,False,HARD,15.0,True,2,0 days 01:51:23.073000,Ferrari,LEC,1,True,2023-05-07 20:22:24.331
0 days 01:54:27.720000,16,0 days 00:01:32.585000,33,,,0 days 00:00:31.566000,0 days 00:00:35.354000,0 days 00:00:25.665000,0 days 01:53:26.701000,0 days 01:54:02.055000,0 days 01:54:27.720000,217.0,186.0,281.0,326.0,False,HARD,16.0,True,2,0 days 01:52:55.135000,Ferrari,LEC,1,True,2023-05-07 20:23:56.393
0 days 01:56:00.270000,16,0 days 00:01:32.550000,34,,,0 days 00:00:31.860000,0 days 00:00:35.119000,0 days 00:00:25.571000,0 days 01:54:59.580000,0 days 01:55:34.699000,0 days 01:56:00.270000,214.0,186.0,281.0,338.0,False,HARD,17.0,True,2,0 days 01:54:27.720000,Ferrari,LEC,1,True,2023-05-07 20:25:28.978
0 days 01:57:33.004000,16,0 days 00:01:32.734000,35,,,0 days 00:00:31.871000,0 days 00:00:35.285000,0 days 00:00:25.578000,0 days 01:56:32.141000,0 days 01:57:07.426000,0 days 01:57:33.004000,213.0,188.0,285.0,333.0,False,HARD,18.0,True,2,0 days 01:56:00.270000,Ferrari,LEC,1,True,2023-05-07 20:27:01.528
0 days 01:59:05.837000,16,0 days 00:01:32.833000,36,,,0 days 00:00:32.194000,0 days 00:00:35.059000,0 days 00:00:25.580000,0 days 01:58:05.198000,0 days 01:58:40.257000,0 days 01:59:05.837000,,187.0,275.0,329.0,False,HARD,19.0,True,2,0 days 01:57:33.004000,Ferrari,LEC,1,True,2023-05-07 20:28:34.262
0 days 02:00:39.489000,16,0 days 00:01:33.652000,37,,,0 days 00:00:32.556000,0 days 00:00:35.439000,0 days 00:00:25.657000,0 days 01:59:38.393000,0 days 02:00:13.832000,0 days 02:00:39.489000,217.0,187.0,282.0,314.0,False,HARD,20.0,True,2,0 days 01:59:05.837000,Ferrari,LEC,1,True,2023-05-07 20:30:07.095
0 days 02:02:11.751000,16,0 days 00:01:32.262000,38,,,0 days 00:00:31.477000,0 days 00:00:34.868000,0 days 00:00:25.917000,0 days 02:01:10.966000,0 days 02:01:45.834000,0 days 02:02:11.751000,,187.0,274.0,309.0,False,HARD,21.0,True,2,0 days 02:00:39.489000,Ferrari,LEC,1,True,2023-05-07 20:31:40.747
0 days 02:03:44.137000,16,0 days 00:01:32.386000,39,,,0 days 00:00:31.369000,0 days 00:00:35.112000,0 days 00:00:25.905000,0 days 02:02:43.120000,0 days 02:03:18.232000,0 days 02:03:44.137000,,186.0,274.0,311.0,False,HARD,22.0,True,2,0 days 02:02:11.751000,Ferrari,LEC,1,True,2023-05-07 20:33:13.009
0 days 02:05:16.242000,16,0 days 00:01:32.105000,40,,,0 days 00:00:31.286000,0 days 00:00:35.108000,0 days 00:00:25.711000,0 days 02:04:15.423000,0 days 02:04:50.531000,0 days 02:05:16.242000,215.0,187.0,274.0,312.0,False,HARD,23.0,True,2,0 days 02:03:44.137000,Ferrari,LEC,1,True,2023-05-07 20:34:45.395
0 days 02:06:48.219000,16,0 days 00:01:31.977000,41,,,0 days 00:00:31.402000,0 days 00:00:34.841000,0 days 00:00:25.734000,0 days 02:05:47.644000,0 days 02:06:22.485000,0 days 02:06:48.219000,216.0,187.0,276.0,314.0,False,HARD,24.0,True,2,0 days 02:05:16.242000,Ferrari,LEC,1,True,2023-05-07 20:36:17.500
0 days 02:08:19.987000,16,0 days 00:01:31.768000,42,,,0 days 00:00:31.287000,0 days 00:00:34.749000,0 days 00:00:25.732000,0 days 02:07:19.506000,0 days 02:07:54.255000,0 days 02:08:19.987000,215.0,188.0,273.0,313.0,False,HARD,25.0,True,2,0 days 02:06:48.219000,Ferrari,LEC,1,True,2023-05-07 20:37:49.477
0 days 02:09:51.564000,16,0 days 00:01:31.577000,43,,,0 days 00:00:31.103000,0 days 00:00:34.734000,0 days 00:00:25.740000,0 days 02:08:51.090000,0 days 02:09:25.824000,0 days 02:09:51.564000,213.0,186.0,273.0,312.0,False,HARD,26.0,True,2,0 days 02:08:19.987000,Ferrari,LEC,1,True,2023-05-07 20:39:21.245
0 days 02:11:23.395000,16,0 days 00:01:31.831000,44,,,0 days 00:00:31.145000,0 days 00:00:34.882000,0 days 00:00:25.804000,0 days 02:10:22.709000,0 days 02:10:57.591000,0 days 02:11:23.395000,216.0,187.0,274.0,314.0,False,HARD,27.0,True,2,0 days 02:09:51.564000,Ferrari,LEC,1,True,2023-05-07 20:40:52.822
0 days 02:12:55.078000,16,0 days 00:01:31.683000,45,,,0 days 00:00:31.214000,0 days 00:00:34.706000,0 days 00:00:25.763000,0 days 02:11:54.609000,0 days 02:12:29.315000,0 days 02:12:55.078000,217.0,186.0,272.0,314.0,False,HARD,28.0,True,2,0 days 02:11:23.395000,Ferrari,LEC,1,True,2023-05-07 20:42:24.653
0 days 02:14:27.183000,16,0 days 00:01:32.105000,46,,,0 days 00:00:31.351000,0 days 00:00:34.970000,0 days 00:00:25.784000,0 days 02:13:26.429000,0 days 02:14:01.399000,0 days 02:14:27.183000,211.0,187.0,274.0,313.0,False,HARD,29.0,True,2,0 days 02:12:55.078000,Ferrari,LEC,1,True,2023-05-07 20:43:56.336
0 days 02:15:59.170000,16,0 days 00:01:31.987000,47,,,0 days 00:00:31.385000,0 days 00:00:34.931000,0 days 00:00:25.671000,0 days 02:14:58.568000,0 days 02:15:33.499000,0 days 02:15:59.170000,215.0,187.0,274.0,315.0,False,HARD,30.0,True,2,0 days 02:14:27.183000,Ferrari,LEC,1,True,2023-05-07 20:45:28.441
0 days 02:17:30.902000,16,0 days 00:01:31.732000,48,,,0 days 00:00:31.246000,0 days 00:00:34.813000,0 days 00:00:25.673000,0 days 02:16:30.416000,0 days 02:17:05.229000,0 days 02:17:30.902000,214.0,188.0,275.0,314.0,False,HARD,31.0,True,2,0 days 02:15:59.170000,Ferrari,LEC,1,True,2023-05-07 20:47:00.428
0 days 02:19:02.793000,16,0 days 00:01:31.891000,49,,,0 days 00:00:31.343000,0 days 00:00:34.890000,0 days 00:00:25.658000,0 days 02:18:02.245000,0 days 02:18:37.135000,0 days 02:19:02.793000,213.0,188.0,276.0,314.0,False,HARD,32.0,True,2,0 days 02:17:30.902000,Ferrari,LEC,1,True,2023-05-07 20:48:32.160
0 days 02:20:34.963000,16,0 days 00:01:32.170000,50,,,0 days 00:00:31.521000,0 days 00:00:34.951000,0 days 00:00:25.698000,0 days 02:19:34.314000,0 days 02:20:09.265000,0 days 02:20:34.963000,,187.0,274.0,312.0,False,HARD,33.0,True,2,0 days 02:19:02.793000,Ferrari,LEC,1,True,2023-05-07 20:50:04.051
0 days 02:22:06.740000,16,0 days 00:01:31.777000,51,,,0 days 00:00:31.276000,0 days 00:00:34.876000,0 days 00:00:25.625000,0 days 02:21:06.239000,0 days 02:21:41.115000,0 days 02:22:06.740000,215.0,187.0,279.0,317.0,False,HARD,34.0,True,2,0 days 02:20:34.963000,Ferrari,LEC,1,True,2023-05-07 20:51:36.221
0 days 02:23:38.272000,16,0 days 00:01:31.532000,52,,,0 days 00:00:31.295000,0 days 00:00:34.807000,0 days 00:00:25.430000,0 days 02:22:38.035000,0 days 02:23:12.842000,0 days 02:23:38.272000,,187.0,283.0,331.0,False,HARD,35.0,True,2,0 days 02:22:06.740000,Ferrari,LEC,1,True,2023-05-07 20:53:07.998
0 days 02:25:10.537000,16,0 days 00:01:32.265000,53,,,0 days 00:00:31.667000,0 days 00:00:34.698000,0 days 00:00:25.900000,0 days 02:24:09.939000,0 days 02:24:44.637000,0 days 02:25:10.537000,217.0,186.0,271.0,303.0,False,HARD,36.0,True,2,0 days 02:23:38.272000,Ferrari,LEC,1,True,2023-05-07 20:54:39.530
0 days 02:26:42.890000,16,0 days 00:01:32.353000,54,,,0 days 00:00:31.148000,0 days 00:00:35.738000,0 days 00:00:25.467000,0 days 02:25:41.685000,0 days 02:26:17.423000,0 days 02:26:42.890000,216.0,188.0,281.0,328.0,False,HARD,37.0,True,2,0 days 02:25:10.537000,Ferrari,LEC,1,True,2023-05-07 20:56:11.795
0 days 02:28:14.722000,16,0 days 00:01:31.832000,55,,,0 days 00:00:31.306000,0 days 00:00:34.855000,0 days 00:00:25.671000,0 days 02:27:14.196000,0 days 02:27:49.051000,0 days 02:28:14.722000,214.0,188.0,275.0,314.0,False,HARD,38.0,True,2,0 days 02:26:42.890000,Ferrari,LEC,1,True,2023-05-07 20:57:44.148
0 days 02:29:46.349000,16,0 days 00:01:31.627000,56,,,0 days 00:00:31.029000,0 days 00:00:34.887000,0 days 00:00:25.711000,0 days 02:28:45.751000,0 days 02:29:20.638000,0 days 02:29:46.349000,212.0,188.0,282.0,314.0,False,HARD,39.0,True,2,0 days 02:28:14.722000,Ferrari,LEC,1,True,2023-05-07 20:59:15.980
